State,County,year,congestion_events,avg_severity,avg_delay_typical,avg_delay_freeflow,slow_events,moderate_events,fast_events,slow_event_percentage
MS,Issaquena,2021,3,0.67,2.33,2.67,2,1,0,66.67
MS,Issaquena,2022,1,1.0,6.0,6.0,0,0,1,0.0
MS,Itawamba,2017,6,1.33,7.04,7.11,3,0,3,50.0
MS,Itawamba,2018,8,1.5,3.79,3.8,2,2,4,25.0
MS,Itawamba,2019,17,1.18,2.94,3.06,11,2,4,64.71
MS,Itawamba,2020,16,0.69,7.06,7.12,2,8,6,12.5
MS,Itawamba,2021,59,1.47,5.53,5.73,2,25,32,3.39
MS,Itawamba,2022,3,1.33,8.0,8.0,0,1,2,0.0
MS,Jackson,2017,73,1.25,1.89,2.3,6,33,34,8.22
MS,Jackson,2018,149,1.42,2.66,2.85,34,48,67,22.82
MS,Jackson,2019,90,1.4,3.25,3.35,28,17,45,31.11
MS,Jackson,2020,27,0.93,3.22,3.48,2,11,14,7.41
MS,Jackson,2021,76,1.3,4.49,4.61,8,21,47,10.53
MS,Jackson,2022,39,1.26,4.79,4.97,0,7,32,0.0
MS,Jasper,2017,3,1.33,4.81,4.83,0,0,3,0.0
MS,Jasper,2018,20,2.1,7.0,7.0,6,4,10,30.0
MS,Jasper,2019,22,1.64,1.9,1.91,12,0,10,54.55
MS,Jasper,2020,3,1.67,11.33,12.0,1,2,0,33.33
MS,Jasper,2021,2,0.5,4.5,5.5,1,1,0,50.0
MS,Jasper,2022,3,2.33,11.33,11.33,0,1,2,0.0
MS,Jefferson,2017,2,1.5,4.66,4.66,2,0,0,100.0
MS,Jefferson,2018,7,1.29,1.84,1.86,2,3,2,28.57
MS,Jefferson,2020,8,0.75,6.62,6.88,0,2,6,0.0
MS,Jefferson,2021,6,1.0,5.33,5.33,0,3,3,0.0
MS,Jefferson,2022,1,0.0,1.0,1.0,0,1,0,0.0
MS,Jefferson Davis,2017,2,0.5,3.02,3.0,0,0,2,0.0
MS,Jefferson Davis,2018,6,1.5,5.83,5.86,0,3,3,0.0
MS,Jefferson Davis,2019,7,0.43,2.14,4.01,0,1,6,0.0
MS,Jefferson Davis,2020,4,0.25,5.25,5.25,0,2,2,0.0
MS,Jefferson Davis,2021,2,2.0,3.5,3.5,0,0,2,0.0
MS,Jefferson Davis,2022,2,1.5,3.5,3.5,0,0,2,0.0
MS,Jones,2017,13,1.77,5.25,5.26,2,8,3,15.38
MS,Jones,2018,27,1.85,4.19,4.3,6,4,17,22.22
MS,Jones,2019,27,1.67,2.92,2.92,6,10,11,22.22
MS,Jones,2020,14,1.0,3.07,4.14,1,6,7,7.14
MS,Jones,2021,18,0.17,0.67,3.17,0,15,3,0.0
MS,Jones,2022,18,1.67,4.44,4.44,0,2,16,0.0
MS,Kemper,2017,5,1.0,5.88,5.97,1,3,1,20.0
MS,Kemper,2018,3,1.67,8.85,8.85,0,2,1,0.0
MS,Kemper,2019,8,1.0,5.75,5.78,0,4,4,0.0
MS,Kemper,2020,7,0.86,6.14,6.29,0,3,4,0.0
MS,Kemper,2021,3,0.67,5.33,5.33,1,2,0,33.33
MS,Kemper,2022,2,0.0,1.5,1.5,0,0,2,0.0
MS,Lafayette,2017,8,1.62,9.32,9.34,1,3,4,12.5
MS,Lafayette,2018,7,1.57,6.44,6.6,4,2,1,57.14
MS,Lafayette,2019,9,1.11,5.38,5.68,3,4,2,33.33
MS,Lafayette,2020,9,1.0,4.44,4.44,1,7,1,11.11
MS,Lafayette,2021,10,1.0,2.8,3.0,1,8,1,10.0
MS,Lafayette,2022,3,1.0,3.0,4.33,1,1,1,33.33
MS,Lamar,2017,10,1.4,3.95,4.5,2,1,7,20.0
MS,Lamar,2018,25,1.4,5.5,5.84,7,8,10,28.0
MS,Lamar,2019,24,1.54,2.16,2.69,9,3,12,37.5
MS,Lamar,2020,10,1.7,3.1,4.2,1,2,7,10.0
MS,Lamar,2021,10,1.3,2.9,3.2,1,3,6,10.0
MS,Lamar,2022,6,1.5,5.67,6.17,1,1,4,16.67
MS,Lauderdale,2017,7,1.43,2.42,2.51,6,0,1,85.71
MS,Lauderdale,2018,18,1.94,8.13,8.14,8,6,4,44.44
MS,Lauderdale,2019,29,1.38,4.04,4.07,9,8,12,31.03
MS,Lauderdale,2020,17,0.82,4.71,4.71,7,5,5,41.18
MS,Lauderdale,2021,9,1.11,3.33,3.33,1,5,3,11.11
MS,Lauderdale,2022,15,1.07,8.6,8.53,4,4,7,26.67
MS,Lawrence,2018,2,1.0,0.06,0.06,0,0,2,0.0
MS,Lawrence,2019,5,1.4,6.74,6.76,1,1,3,20.0
MS,Lawrence,2020,5,1.2,6.8,6.8,2,0,3,40.0
MS,Lawrence,2021,21,1.19,4.05,3.95,0,10,11,0.0
MS,Lawrence,2022,1,1.0,9.0,9.0,0,0,1,0.0
MS,Leake,2017,4,1.25,1.79,1.78,1,1,2,25.0
MS,Leake,2018,9,1.56,4.54,4.54,2,3,4,22.22
MS,Leake,2019,9,1.0,9.33,9.43,2,4,3,22.22
MS,Leake,2020,14,0.79,6.5,6.57,2,4,8,14.29
MS,Leake,2021,14,0.43,4.0,4.07,2,6,6,14.29
MS,Leake,2022,3,0.33,3.67,3.0,0,1,2,0.0
MS,Lee,2017,15,1.2,3.36,3.67,9,1,5,60.0
MS,Lee,2018,26,1.38,6.6,7.59,21,3,2,80.77
MS,Lee,2019,24,1.08,4.65,5.0,12,7,5,50.0
MS,Lee,2020,18,0.78,5.39,5.39,0,10,8,0.0
MS,Lee,2021,51,1.24,5.59,5.94,7,27,17,13.73
MS,Lee,2022,1,0.0,0.0,2.0,0,1,0,0.0
MS,Leflore,2017,13,1.46,5.74,6.07,8,4,1,61.54
MS,Leflore,2018,24,1.46,6.3,6.47,3,13,8,12.5
MS,Leflore,2019,33,1.06,4.19,4.5,13,14,6,39.39
MS,Leflore,2020,17,0.65,4.82,5.0,3,5,9,17.65
MS,Leflore,2021,20,0.3,3.0,3.2,2,6,12,10.0
MS,Leflore,2022,4,0.75,4.5,4.75,1,0,3,25.0
MS,Lincoln,2018,10,1.5,4.99,5.01,3,1,6,30.0
MS,Lincoln,2019,17,1.59,1.52,1.52,4,4,9,23.53
MS,Lincoln,2020,4,1.0,9.25,9.75,1,1,2,25.0
MS,Lincoln,2021,60,1.62,5.72,5.75,0,17,43,0.0
MS,Lincoln,2022,1,1.0,9.0,9.0,0,0,1,0.0
MS,Lowndes,2017,3,1.67,5.42,5.45,1,1,1,33.33
MS,Lowndes,2018,13,1.69,6.07,6.23,6,4,3,46.15
MS,Lowndes,2019,22,1.41,4.92,4.92,8,7,7,36.36
MS,Lowndes,2020,3,1.33,3.0,3.67,1,1,1,33.33
MS,Lowndes,2021,14,1.07,3.93,4.5,0,14,0,0.0
MS,Lowndes,2022,2,1.0,5.0,5.0,0,1,1,0.0
MS,Madison,2017,51,1.51,3.32,3.76,8,15,28,15.69
MS,Madison,2018,52,1.75,4.54,5.22,13,19,20,25.0
MS,Madison,2019,95,0.96,3.32,3.71,14,21,60,14.74
MS,Madison,2020,82,0.74,4.27,4.93,17,17,48,20.73
MS,Madison,2021,104,0.91,3.54,4.13,25,25,54,24.04
MS,Madison,2022,31,1.42,7.26,7.68,7,10,14,22.58
MS,Marion,2017,3,1.67,7.55,7.52,1,0,2,33.33
MS,Marion,2018,12,1.17,6.2,6.24,2,3,7,16.67
MS,Marion,2019,2,1.5,0.23,0.23,2,0,0,100.0
MS,Marion,2020,1,1.0,5.0,5.0,0,0,1,0.0
MS,Marion,2021,1,2.0,11.0,11.0,0,1,0,0.0
MS,Marion,2022,1,2.0,13.0,13.0,1,0,0,100.0
MS,Marshall,2017,8,1.38,3.54,3.53,4,2,2,50.0
MS,Marshall,2018,37,1.54,4.7,4.72,1,7,29,2.7
MS,Marshall,2019,15,1.13,4.38,4.38,9,5,1,60.0
MS,Marshall,2020,8,0.62,4.62,4.75,1,1,6,12.5
MS,Marshall,2021,39,1.46,4.49,4.59,1,12,26,2.56
MS,Marshall,2022,14,1.0,5.21,5.36,1,6,7,7.14
MS,Monroe,2017,5,2.0,9.65,9.66,0,3,2,0.0
MS,Monroe,2018,14,1.93,6.98,7.01,1,7,6,7.14
MS,Monroe,2019,6,0.83,4.51,4.52,0,1,5,0.0
MS,Monroe,2020,5,1.0,6.2,6.2,1,1,3,20.0
MS,Monroe,2021,27,0.52,4.11,4.41,0,15,12,0.0
MS,Montgomery,2017,4,1.75,7.15,7.18,0,2,2,0.0
MS,Montgomery,2018,8,1.5,3.86,3.88,4,1,3,50.0
MS,Montgomery,2019,21,1.57,3.05,3.05,10,4,7,47.62
MS,Montgomery,2020,6,1.5,5.17,5.33,0,1,5,0.0
MS,Montgomery,2021,11,1.0,2.91,3.09,1,4,6,9.09
MS,Montgomery,2022,1,1.0,5.0,5.0,1,0,0,100.0
MS,Neshoba,2017,1,2.0,6.35,6.35,0,0,1,0.0
MS,Neshoba,2018,6,1.5,4.96,4.97,1,2,3,16.67
MS,Neshoba,2019,7,0.43,4.78,4.78,1,3,3,14.29
MS,Neshoba,2020,3,0.67,5.0,5.0,0,2,1,0.0
MS,Neshoba,2021,14,0.29,3.21,4.0,2,3,9,14.29
MS,Neshoba,2022,3,1.33,7.67,7.33,0,0,3,0.0
MS,Newton,2017,2,1.5,0.31,0.31,1,0,1,50.0
MS,Newton,2018,5,1.2,7.08,7.09,2,1,2,40.0
MS,Newton,2019,21,1.76,2.75,2.75,8,3,10,38.1
MS,Newton,2020,4,0.75,5.0,5.25,1,3,0,25.0
MS,Newton,2021,15,1.07,3.6,3.6,0,6,9,0.0
MS,Newton,2022,2,1.5,6.5,7.0,0,2,0,0.0
MS,Noxubee,2017,1,1.0,7.55,7.48,0,1,0,0.0
MS,Noxubee,2018,5,1.4,2.93,2.93,1,0,4,20.0
MS,Noxubee,2019,6,1.0,4.08,4.26,1,3,2,16.67
MS,Noxubee,2020,4,1.25,12.0,12.0,1,1,2,25.0
MS,Noxubee,2021,2,0.5,4.0,4.5,0,0,2,0.0
MS,Noxubee,2022,3,1.0,8.0,8.0,0,2,1,0.0
MS,Oktibbeha,2017,3,2.0,10.03,10.03,1,2,0,33.33
MS,Oktibbeha,2018,3,1.33,4.33,4.33,2,0,1,66.67
MS,Oktibbeha,2019,6,1.33,4.19,4.24,6,0,0,100.0
MS,Oktibbeha,2020,6,1.0,6.33,6.5,1,4,1,16.67
MS,Oktibbeha,2021,26,1.15,3.04,3.23,3,17,6,11.54
MS,Panola,2017,9,1.78,0.96,0.97,1,3,5,11.11
MS,Panola,2018,23,1.74,3.86,3.96,4,5,14,17.39
MS,Panola,2019,19,1.26,3.41,3.57,4,4,11,21.05
MS,Panola,2020,8,1.0,4.62,4.75,4,3,1,50.0
MS,Panola,2021,24,1.29,2.96,3.33,0,10,14,0.0
MS,Panola,2022,7,1.14,6.14,6.29,1,1,5,14.29
MS,Pearl River,2017,10,1.4,3.2,3.28,3,1,6,30.0
MS,Pearl River,2018,16,1.75,6.2,6.21,4,1,11,25.0
MS,Pearl River,2019,37,1.57,2.45,2.48,10,6,21,27.03
MS,Pearl River,2020,8,1.38,6.0,6.0,1,1,6,12.5
MS,Pearl River,2021,3,1.33,5.33,5.33,0,2,1,0.0
MS,Pearl River,2022,3,0.67,9.33,9.67,1,0,2,33.33
MS,Perry,2018,5,1.4,10.3,10.34,1,1,3,20.0
MS,Perry,2019,6,1.67,8.38,8.38,1,2,3,16.67
MS,Perry,2020,1,1.0,5.0,5.0,0,0,1,0.0
MS,Perry,2021,3,0.33,5.33,5.33,1,1,1,33.33
MS,Perry,2022,1,1.0,5.0,5.0,0,0,1,0.0
MS,Pike,2017,17,1.65,5.05,5.1,4,7,6,23.53
MS,Pike,2018,38,1.82,4.37,4.4,2,18,18,5.26
MS,Pike,2019,19,1.68,2.97,2.98,2,9,8,10.53
MS,Pike,2020,3,1.0,4.67,4.67,0,1,2,0.0
MS,Pike,2021,33,1.55,6.61,6.94,2,6,25,6.06
MS,Pike,2022,2,2.5,7.5,7.5,0,0,2,0.0
MS,Pontotoc,2017,2,2.0,9.64,9.64,2,0,0,100.0
MS,Pontotoc,2018,8,1.5,7.12,7.22,3,3,2,37.5
MS,Pontotoc,2019,10,1.0,5.04,5.53,5,5,0,50.0
MS,Pontotoc,2020,11,0.82,4.64,5.36,1,5,5,9.09
MS,Pontotoc,2021,16,0.5,4.56,4.81,5,6,5,31.25
MS,Pontotoc,2022,1,1.0,3.0,3.0,0,0,1,0.0
MS,Prentiss,2017,4,1.75,11.86,11.87,1,2,1,25.0
MS,Prentiss,2019,2,0.5,4.0,4.0,0,1,1,0.0
MS,Prentiss,2020,3,0.33,5.0,5.0,1,0,2,33.33
MS,Prentiss,2021,7,0.71,3.86,4.0,0,2,5,0.0
MS,Quitman,2017,2,1.0,3.62,3.67,1,1,0,50.0
MS,Quitman,2018,5,1.0,4.13,4.27,2,2,1,40.0
MS,Quitman,2019,4,0.75,3.99,3.99,1,2,1,25.0
MS,Quitman,2020,3,1.0,4.33,5.0,0,2,1,0.0
MS,Quitman,2021,8,0.88,5.5,5.38,2,3,3,25.0
MS,Quitman,2022,5,0.8,6.4,6.0,0,3,2,0.0
MS,Rankin,2017,75,1.52,3.21,4.54,18,32,25,24.0
MS,Rankin,2018,108,1.63,5.25,6.12,27,53,28,25.0
MS,Rankin,2019,122,1.03,3.03,3.79,25,50,47,20.49
MS,Rankin,2020,46,1.0,3.57,3.98,9,25,12,19.57
MS,Rankin,2021,201,1.21,4.84,5.37,21,89,91,10.45
MS,Rankin,2022,55,1.07,4.96,5.62,9,26,20,16.36
MS,Scott,2017,10,1.8,7.32,7.34,5,3,2,50.0
MS,Scott,2018,16,1.81,11.52,11.56,10,2,4,62.5
MS,Scott,2019,22,1.55,3.29,3.34,10,3,9,45.45
MS,Scott,2020,7,0.71,7.43,7.43,3,3,1,42.86
MS,Scott,2021,59,1.15,8.92,9.15,3,14,42,5.08
MS,Scott,2022,3,1.33,3.33,3.33,1,0,2,33.33
MS,Sharkey,2017,9,1.33,4.15,4.16,3,3,3,33.33
MS,Sharkey,2018,8,1.5,5.53,5.54,0,2,6,0.0
MS,Sharkey,2019,9,0.78,4.18,4.34,1,1,7,11.11
MS,Sharkey,2020,5,1.2,5.2,5.2,0,1,4,0.0
MS,Sharkey,2021,9,1.22,2.78,2.44,0,5,4,0.0
MS,Sharkey,2022,6,1.33,4.0,4.5,0,3,3,0.0
MS,Simpson,2017,5,1.4,2.41,2.45,3,0,2,60.0
MS,Simpson,2018,14,1.21,3.21,3.29,2,1,11,14.29
MS,Simpson,2019,23,1.22,2.69,2.72,5,4,14,21.74
MS,Simpson,2020,4,1.0,4.5,4.25,0,1,3,0.0
MS,Simpson,2021,42,1.14,4.36,4.38,6,15,21,14.29
MS,Simpson,2022,2,1.5,7.5,8.0,0,0,2,0.0
MS,Smith,2017,2,2.0,22.67,22.69,1,1,0,50.0
MS,Smith,2018,8,1.62,8.81,8.9,5,2,1,62.5
MS,Smith,2021,6,0.0,3.0,3.0,1,1,4,16.67
MS,Smith,2022,1,1.0,5.0,5.0,0,0,1,0.0
MS,Stone,2017,1,2.0,21.13,21.17,1,0,0,100.0
MS,Stone,2018,20,1.4,4.52,4.55,5,3,12,25.0
MS,Stone,2019,7,1.29,0.95,0.99,2,2,3,28.57
MS,Stone,2020,2,1.5,8.0,8.0,0,1,1,0.0
MS,Sunflower,2017,5,1.6,6.9,6.89,1,1,3,20.0
MS,Sunflower,2018,26,1.73,5.68,5.78,4,11,11,15.38
MS,Sunflower,2019,31,1.03,3.25,3.39,4,7,20,12.9
MS,Sunflower,2020,20,0.9,5.1,5.15,2,3,15,10.0
MS,Sunflower,2021,31,0.68,4.0,4.48,0,12,19,0.0
MS,Sunflower,2022,16,0.69,4.38,4.81,0,2,14,0.0
MS,Tallahatchie,2017,4,1.75,6.26,6.46,0,1,3,0.0
MS,Tallahatchie,2018,16,1.56,4.55,4.74,5,2,9,31.25
MS,Tallahatchie,2019,8,0.5,4.5,4.88,2,1,5,25.0
MS,Tallahatchie,2020,8,0.5,4.88,4.88,0,5,3,0.0
MS,Tallahatchie,2021,20,0.65,5.05,5.0,1,8,11,5.0
MS,Tallahatchie,2022,2,0.5,3.5,3.5,0,0,2,0.0
MS,Tate,2017,3,1.67,12.31,12.32,1,1,1,33.33
MS,Tate,2018,20,1.3,3.48,3.53,2,9,9,10.0
MS,Tate,2019,13,1.46,4.12,4.19,2,3,8,15.38
MS,Tate,2020,3,1.0,3.67,4.0,0,2,1,0.0
MS,Tate,2021,23,1.04,3.04,3.39,0,8,15,0.0
MS,Tate,2022,6,0.83,6.0,6.33,1,3,2,16.67
MS,Tippah,2017,6,1.5,8.17,8.18,4,0,2,66.67
MS,Tippah,2018,22,1.18,5.08,5.21,4,4,14,18.18
MS,Tippah,2019,5,1.2,8.05,8.05,3,2,0,60.0
MS,Tippah,2020,3,0.33,4.0,4.0,0,0,3,0.0
MS,Tippah,2021,10,0.5,2.9,3.3,0,6,4,0.0
MS,Tippah,2022,6,1.17,6.0,6.33,0,1,5,0.0
MS,Tishomingo,2017,4,1.5,3.07,3.07,1,2,1,25.0
MS,Tishomingo,2018,5,1.4,8.17,8.18,2,1,2,40.0
MS,Tishomingo,2019,7,1.29,1.56,1.56,4,2,1,57.14
MS,Tishomingo,2020,7,0.43,5.43,5.43,1,3,3,14.29
MS,Tishomingo,2021,25,0.92,4.6,5.0,0,8,17,0.0
MS,Tishomingo,2022,9,0.78,5.33,5.44,0,3,6,0.0
MS,Tunica,2017,6,1.5,1.67,1.67,1,2,3,16.67
MS,Tunica,2018,7,1.86,4.67,4.66,1,3,3,14.29
MS,Tunica,2019,20,1.3,2.97,2.97,4,9,7,20.0
MS,Tunica,2020,7,1.29,6.57,6.71,1,1,5,14.29
MS,Tunica,2021,6,1.17,3.0,3.33,0,4,2,0.0
MS,Tunica,2022,7,1.57,5.0,5.14,0,2,5,0.0
MS,Union,2017,5,2.0,9.31,9.31,3,2,0,60.0
MS,Union,2018,8,1.5,2.92,2.92,3,3,2,37.5
MS,Union,2019,7,1.14,2.55,2.55,6,1,0,85.71
MS,Union,2020,2,0.5,1.0,1.0,1,0,1,50.0
MS,Union,2021,11,0.91,3.36,3.73,4,4,3,36.36
MS,Union,2022,4,1.25,12.25,12.5,2,1,1,50.0
MS,Walthall,2017,2,1.5,19.11,19.3,0,2,0,0.0
MS,Walthall,2018,2,1.5,2.46,2.46,0,1,1,0.0
MS,Walthall,2019,3,1.0,3.64,3.42,0,2,1,0.0
MS,Walthall,2021,2,1.0,7.5,7.5,0,1,1,0.0
MS,Walthall,2022,1,1.0,6.0,6.0,0,0,1,0.0
MS,Warren,2017,19,1.26,2.49,2.5,3,2,14,15.79
MS,Warren,2018,11,1.73,7.87,7.89,6,1,4,54.55
MS,Warren,2019,22,1.36,4.35,4.4,8,7,7,36.36
MS,Warren,2020,15,1.8,9.2,9.2,3,9,3,20.0
MS,Warren,2021,77,1.44,5.74,5.9,6,25,46,7.79
MS,Warren,2022,22,1.55,5.5,5.5,0,8,14,0.0
MS,Washington,2017,13,1.38,3.83,3.87,2,5,6,15.38
MS,Washington,2018,24,1.46,5.48,5.5,4,13,7,16.67
MS,Washington,2019,18,1.06,6.18,6.19,5,4,9,27.78
MS,Washington,2020,25,1.6,2.04,3.6,1,6,18,4.0
MS,Washington,2021,40,1.27,2.35,3.5,1,18,21,2.5
MS,Washington,2022,7,0.86,6.14,5.86,0,4,3,0.0
MS,Wayne,2017,9,1.22,3.16,3.23,2,1,6,22.22
MS,Wayne,2018,15,1.73,7.87,7.91,4,4,7,26.67
MS,Wayne,2019,16,1.62,6.84,6.84,7,4,5,43.75
MS,Wayne,2020,6,1.33,6.17,6.33,1,2,3,16.67
MS,Wayne,2021,7,0.71,3.43,3.86,0,2,5,0.0
MS,Wayne,2022,2,1.0,6.0,6.0,0,1,1,0.0
MS,Webster,2017,1,1.0,4.43,4.55,0,1,0,0.0
MS,Webster,2018,7,1.43,4.01,4.01,1,5,1,14.29
MS,Webster,2019,5,1.2,3.5,3.5,1,3,1,20.0
MS,Webster,2020,4,0.5,4.0,4.0,0,2,2,0.0
MS,Webster,2021,37,1.24,4.51,4.54,2,11,24,5.41
MS,Wilkinson,2017,8,1.38,1.65,1.67,2,1,5,25.0
MS,Wilkinson,2018,10,1.3,6.33,6.33,3,3,4,30.0
MS,Wilkinson,2019,1,2.0,13.0,13.0,0,0,1,0.0
MS,Wilkinson,2020,2,2.0,7.5,7.5,0,0,2,0.0
MS,Wilkinson,2021,2,1.0,2.0,2.0,0,0,2,0.0
MS,Wilkinson,2022,2,0.5,3.5,3.5,0,1,1,0.0
MS,Winston,2017,1,1.0,2.07,2.07,0,0,1,0.0
MS,Winston,2018,6,2.0,14.96,14.98,4,2,0,66.67
MS,Winston,2019,6,0.67,3.97,4.32,1,2,3,16.67
MS,Winston,2020,5,1.0,7.0,7.0,0,2,3,0.0
MS,Winston,2021,9,0.44,3.67,3.78,2,2,5,22.22
MS,Winston,2022,1,0.0,1.0,1.0,0,0,1,0.0
MS,Yalobusha,2017,8,1.62,3.99,3.99,4,0,4,50.0
MS,Yalobusha,2018,15,1.6,2.32,2.32,9,1,5,60.0
MS,Yalobusha,2019,10,1.4,2.33,2.34,3,0,7,30.0
MS,Yalobusha,2020,4,1.0,6.5,6.5,0,2,2,0.0
MS,Yalobusha,2021,15,1.53,6.87,6.93,1,1,13,6.67
MS,Yalobusha,2022,5,1.8,10.8,11.0,0,1,4,0.0
MS,Yazoo,2017,5,1.2,3.94,4.01,1,2,2,20.0
MS,Yazoo,2018,28,1.57,3.15,3.19,7,4,17,25.0
MS,Yazoo,2019,23,1.35,3.48,3.5,5,6,12,21.74
MS,Yazoo,2020,14,0.57,4.57,4.57,1,7,6,7.14
MS,Yazoo,2021,21,0.9,4.62,4.62,0,6,15,0.0
MS,Yazoo,2022,5,0.6,5.2,5.2,0,0,5,0.0
MT,Beaverhead,2017,39,1.97,3.9,3.9,6,3,30,15.38
MT,Beaverhead,2018,25,2.28,5.94,5.95,4,7,14,16.0
MT,Beaverhead,2019,83,1.83,2.8,2.81,30,4,49,36.14
MT,Beaverhead,2020,6,2.0,5.83,5.83,2,0,4,33.33
MT,Beaverhead,2021,17,1.35,3.94,4.0,1,0,16,5.88
MT,Beaverhead,2022,14,1.71,3.79,3.86,1,1,12,7.14
MT,Big Horn,2017,70,1.39,1.92,1.92,34,6,30,48.57
MT,Big Horn,2018,120,1.72,3.56,3.59,33,14,73,27.5
MT,Big Horn,2019,25,1.44,3.34,3.38,6,1,18,24.0
MT,Big Horn,2020,11,1.55,5.18,5.36,3,1,7,27.27
MT,Big Horn,2021,169,1.05,4.69,4.9,83,10,76,49.11
MT,Big Horn,2022,44,1.16,4.16,5.11,20,9,15,45.45
MT,Blaine,2017,2,2.0,3.36,3.39,0,0,2,0.0
MT,Blaine,2020,330,1.51,4.56,4.59,17,116,197,5.15
MT,Blaine,2021,15,1.53,3.87,4.2,0,6,9,0.0
MT,Broadwater,2017,18,1.56,3.81,3.86,2,0,16,11.11
MT,Broadwater,2018,8,1.75,3.09,3.13,0,1,7,0.0
MT,Broadwater,2019,7,1.29,3.64,3.93,1,1,5,14.29
MT,Broadwater,2020,179,0.58,4.84,4.88,1,34,144,0.56
MT,Broadwater,2021,18,1.39,4.06,4.33,1,5,12,5.56
MT,Broadwater,2022,3,1.0,5.0,4.33,0,0,3,0.0
MT,Carbon,2017,7,1.43,1.84,1.84,1,1,5,14.29
MT,Carbon,2018,9,1.67,5.89,5.92,0,3,6,0.0
MT,Carbon,2019,5,1.0,2.6,2.63,1,1,3,20.0
MT,Carbon,2020,3,1.33,3.0,3.0,1,0,2,33.33
MT,Carbon,2021,28,1.18,4.39,4.5,1,2,25,3.57
MT,Carbon,2022,3,1.0,2.67,3.0,0,0,3,0.0
MT,Carter,2017,2,1.0,1.54,1.55,2,0,0,100.0
MT,Carter,2020,3,1.0,5.67,6.0,2,1,0,66.67
MT,Carter,2021,8,1.0,2.12,2.25,0,2,6,0.0
MT,Carter,2022,1,2.0,9.0,10.0,0,0,1,0.0
MT,Cascade,2017,19,2.0,4.83,4.91,5,4,10,26.32
MT,Cascade,2018,33,1.67,2.47,2.75,9,4,20,27.27
MT,Cascade,2019,12,1.42,2.88,3.11,4,3,5,33.33
MT,Cascade,2020,6,1.5,1.67,2.5,0,3,3,0.0
MT,Cascade,2021,164,1.63,3.37,3.93,1,66,97,0.61
MT,Cascade,2022,3,1.33,3.0,3.33,0,2,1,0.0
MT,Chouteau,2017,20,1.55,4.3,4.26,3,3,14,15.0
MT,Chouteau,2018,2,1.5,4.05,4.05,1,0,1,50.0
MT,Chouteau,2019,2,2.0,4.71,4.69,0,1,1,0.0
MT,Chouteau,2020,1,2.0,7.0,7.0,0,1,0,0.0
MT,Chouteau,2021,5,1.6,6.6,6.6,0,0,5,0.0
MT,Custer,2017,8,2.12,4.34,4.4,1,1,6,12.5
MT,Custer,2018,47,1.85,4.09,4.11,1,7,39,2.13
MT,Custer,2019,13,1.92,6.09,6.09,3,3,7,23.08
MT,Custer,2021,4,0.5,2.5,2.5,0,0,4,0.0
MT,Daniels,2020,4,0.5,4.25,4.25,0,1,3,0.0
MT,Daniels,2021,2,1.0,5.5,5.5,0,1,1,0.0
MT,Dawson,2017,5,2.2,4.85,4.84,0,1,4,0.0
MT,Dawson,2018,6,2.0,3.83,3.82,1,1,4,16.67
MT,Dawson,2021,12,1.25,2.17,2.33,3,0,9,25.0
MT,Dawson,2022,1,1.0,1.0,1.0,0,0,1,0.0
MT,Deer Lodge,2017,5,1.8,8.85,8.88,2,1,2,40.0
MT,Deer Lodge,2018,5,2.2,3.45,3.46,1,1,3,20.0
MT,Deer Lodge,2019,1,1.0,2.0,2.0,0,0,1,0.0
MT,Deer Lodge,2020,1,2.0,3.0,4.0,0,0,1,0.0
MT,Deer Lodge,2021,9,0.89,3.11,3.33,2,1,6,22.22
MT,Deer Lodge,2022,1,0.0,2.0,2.0,0,0,1,0.0
MT,Fallon,2018,3,1.0,5.29,5.31,2,0,1,66.67
MT,Fallon,2019,1,1.0,2.0,2.0,0,0,1,0.0
MT,Fallon,2020,2,2.0,8.5,8.5,0,0,2,0.0
MT,Fallon,2021,1,0.0,4.0,4.0,1,0,0,100.0
MT,Fergus,2017,4,1.5,5.27,5.47,2,1,1,50.0
MT,Fergus,2018,18,1.56,4.27,4.31,3,3,12,16.67
MT,Fergus,2019,3,1.0,2.87,2.86,2,0,1,66.67
MT,Fergus,2021,88,1.81,5.67,5.75,0,38,50,0.0
MT,Flathead,2017,11,1.64,3.57,3.76,1,4,6,9.09
MT,Flathead,2018,37,1.14,1.8,1.88,12,14,11,32.43
MT,Flathead,2019,5,1.2,3.4,3.6,2,3,0,40.0
MT,Flathead,2020,52,1.17,3.04,3.13,14,24,14,26.92
MT,Flathead,2021,47,1.43,3.77,4.3,9,15,23,19.15
MT,Flathead,2022,9,1.44,4.78,5.44,4,2,3,44.44
MT,Gallatin,2017,139,1.58,3.27,3.35,16,12,111,11.51
MT,Gallatin,2018,161,1.54,3.61,3.74,18,21,122,11.18
MT,Gallatin,2019,61,1.38,2.95,3.02,7,9,45,11.48
MT,Gallatin,2020,47,1.28,2.91,3.68,8,16,23,17.02
MT,Gallatin,2021,142,1.35,3.73,4.27,6,15,121,4.23
MT,Gallatin,2022,50,1.3,4.38,4.64,1,4,45,2.0
MT,Garfield,2021,16,1.81,4.5,4.5,0,4,12,0.0
MT,Garfield,2022,1,2.0,7.0,6.0,0,0,1,0.0
MT,Glacier,2017,4,1.75,5.86,5.89,1,1,2,25.0
MT,Glacier,2018,4,1.5,0.85,1.96,1,0,3,25.0
